state_code,latitude,longitude,zip_code,city,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,lat,lng,population,density,county_name,dist_highway,dist2_large_airport,dist2_medium_airport,dist_to_shore,number_of_business,adjusted_gross_income,total_income_amount,number_of_returns
CA,40.01573320000001,-105.275027,94025,Menlo Park,PublicEarth,0,1/1/2008,2/15/2011,2/8/2008,5/21/2010,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,travel,1,0,1,0,0,0,1.0,1,closed,37.45087,-122.1829,41826,1930.5,San Mateo,3.20697609227186,24.4714477606152,12.4385274991423,22.8329717789427,1661.0,9412740,9502458.0,19320
WA,47.63609,-122.327028,98102,Seattle,Azaleos,1,5/11/2004,,11/6/2007,11/6/2007,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,enterprise,0,0,0,0,1,0,2.0,1,acquired,47.63627,-122.32337,25396,7702.9,King,0.0024616653377417,20.8257225922039,11.9249825773999,3.50929698187651,729.0,2666406,2688894.0,16110
CA,37.4049731,-122.0323525,94089,Sunnyvale,Efficient Frontier,1,1/1/2002,,8/31/2006,8/31/2006,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,advertising,0,0,0,0,1,0,3.0,1,acquired,37.41192,-122.01441,23492,1490.6,Santa Clara,0.687590690281416,9.32457896295532,3.09043723961862,36.5048978506105,600.0,1582932,1590359.0,12130
CA,37.36883,-122.03635,94085,Sunnyvale,NetDevices,1,1/1/2003,,8/16/2005,8/16/2005,2.6247,2.6247,,,4,1,25000000,0,software,0,0,0,1,0,0,5.0,1,acquired,37.38862,-122.01793,23805,2616.6,Santa Clara,0.907202926946351,8.36402294142024,4.10743402789913,35.8043932694404,793.0,1915679,1922935.0,12180
CA,37.779281,-122.419236,94607,San Francisco,Appstores.com,1,5/24/2010,,8/1/2010,8/1/2011,0.189,1.189,1.3562,1.6575,6,2,1155000,2,software,0,1,0,0,0,0,9.5,1,acquired,37.80721,-122.30024,27022,1770.9,Alameda,0.364941512075004,11.8226993320837,48.796172531059,16.4386477223216,1362.0,1173980,1185266.0,13560
CA,37.560781,-122.284114,94404,San Mateo,Fortify Software,1,10/1/2002,,12/15/2005,12/15/2005,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,software,0,0,0,0,0,1,2.0,1,acquired,37.5562,-122.26905,36571,3246.0,San Mateo,0.916311804454664,11.6582790971518,24.8926230348438,19.1318211271644,948.0,4023341,4055424.0,17690
CA,37.658313,-122.391032,94080,South San Francisco,iCurrent,1,1/1/2006,,8/1/2008,8/1/2008,2.5836,2.5836,2.0,2.0,5,1,3000000,1,web,0,0,1,0,0,0,1.0,1,acquired,37.65541,-122.42083,66652,2528.6,San Mateo,1.27835575793214,5.71640251679641,42.2254161657775,6.82077609231528,2087.0,3373458,3398448.0,34390
TX,30.321464,-97.75501,78731,Austin,Indeed,1,11/1/2004,,8/1/2005,8/1/2005,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,web,0,0,1,0,0,0,3.0,1,acquired,30.34766,-97.7687,26506,1170.2,Travis,1.61582762075334,19.5863315220475,51.3958280874159,254.694003227571,1284.0,3660802,3707487.0,13930
CA,37.7870842,-122.4038047,94103,San Francisco,Mashery,1,5/1/2006,,1/1/2007,7/23/2012,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,enterprise,1,1,1,1,1,1,5.0,1,acquired,37.77299,-122.41136,32430,9113.8,San Francisco,0.405962658461041,17.4192512249868,50.9319987531928,7.13893261996298,2769.0,2422746,2436413.0,16870
CA,37.441537,-122.158332,94301,Palo Alto,Transparency Software,0,1/1/2004,1/1/2009,3/9/2005,7/1/2007,1.1863,3.4986,,,0,2,12050000,0,software,1,0,1,0,0,0,2.0,1,closed,37.44424,-122.14992,17243,2808.8,Santa Clara,2.01061271192656,21.514158634938,9.44422369103014,25.3979311854593,1305.0,15224673,15277982.0,8100
CA,37.445586,-122.161929,95128,Palo Alto,Viewdle,1,1/1/2006,,3/1/2008,10/5/2010,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,analytics,1,0,1,1,0,0,2.0,1,acquired,37.31579,-121.93647,35367,3473.9,Santa Clara,0.175508164071234,5.22836366980501,14.9438169445331,39.3676420537213,1183.0,2047770,2064495.0,16740
CA,33.5842816,-117.7306817,92656,Aliso Viejo,Enclarity,1,2/1/2005,,3/10/2009,3/10/2009,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,consulting,0,0,0,0,1,0,2.0,1,acquired,33.57518,-117.73036,53169,2566.6,Orange,1.02340144593355,16.9509449084442,38.1614025676412,6.48576121318246,1239.0,3027042,3062820.0,26140
CA,37.402773,-122.052551,94089,Sunnyvale,Virsto Software,1,7/1/2007,,6/26/2009,8/25/2011,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,software,0,0,1,1,0,0,3.3333,1,acquired,37.41192,-122.01441,23492,1490.6,Santa Clara,0.687590690281416,9.32457896295532,3.09043723961862,36.5048978506105,600.0,1582932,1590359.0,12130
MO,39.103151,-94.581908,64106,Kansas City,Handmark,1,7/1/2000,,9/12/2005,9/7/2006,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,mobile,0,0,1,1,0,0,4.5,1,acquired,39.10526,-94.57013,10830,2599.1,Jackson,0.09225230836268,24.71601233198,2.79343205764901,667.027087972641,556.0,240902,243551.0,4120
CA,37.805289,-122.404448,94111,San Francisco,Carbonetworks,0,1/1/2005,7/28/2011,7/1/2008,7/1/2008,3.4986,3.4986,3.0,3.0,6,1,5000000,1,cleantech,0,0,1,0,0,0,1.0,1,closed,37.79847,-122.3998,4707,5447.6,San Francisco,1.57317409229453,17.9078779413642,52.5608691120803,7.33660700148972,2524.0,1697975,1713693.0,2700
FL,27.951849,-82.456397,33609,Tampa,Skyway Software,0,1/1/2001,10/1/2012,5/16/2007,5/16/2007,6.3726,6.3726,,,0,1,4000000,0,software,1,0,0,0,0,0,3.0,0,closed,27.94307,-82.51108,18117,1750.1,Hillsborough,0.921751131333542,4.21010534551368,10.4740899403695,2.52306944831423,1642.0,1776164,1796204.0,9200
CA,37.7831775,-122.3086191,94501,Alameda,Makani Power,1,1/1/2006,,8/23/2008,8/23/2008,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,cleantech,0,0,0,1,0,0,1.0,1,acquired,37.77525,-122.27493,63588,3079.2,Alameda,2.25244068458493,7.64675629289676,44.6212815462583,19.2185353798514,1375.0,3786744,3834583.0,31810
WA,47.765758,-122.184304,98011,Bothell,Myrio,0,12/1/1999,1/1/2012,1/1/2001,1/1/2001,1.0877,1.0877,,,5,1,20500000,0,software,1,0,0,0,0,0,4.0,1,closed,47.75736,-122.19871,27396,1499.4,King,1.03043927645605,35.2913926526515,17.689873810814,13.9435507577338,784.0,1705065,1718852.0,13600
CO,40.730646,-73.986614,80302,Boulder,Intela,1,2/2/2006,,1/18/2010,8/9/2012,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,advertising,1,0,0,0,0,0,2.0,0,acquired,40.0306,-105.35542,29593,121.7,Boulder,8.82988806845427,61.1311157629361,24.4182631461018,1308.20349063445,1850.0,1823521,1849520.0,9720
CA,37.790485,-122.40094,94104,San Francisco,Sportgenic,1,9/1/2005,,1/1/2007,9/9/2008,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,advertising,0,1,1,1,0,0,3.3333,1,acquired,37.79144,-122.40211,504,2509.2,San Francisco,1.12794409660088,17.7295358687467,52.0527926468934,7.29425790255827,2082.0,2984034,2990505.0001,970
CA,37.7870923,-122.3999719,94105,San Francisco,Lolapps,1,1/1/2008,,9/5/2008,9/5/2008,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,web,0,0,1,0,0,0,3.0,1,acquired,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
CA,37.3492097,-122.0326019,94087,Sunnyvale,Behavio,1,6/12/2012,,6/1/2012,6/1/2012,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,software,0,1,0,0,0,0,1.0,0,acquired,37.35164,-122.03669,59771,3501.4,Santa Clara,2.01437677455603,9.57737326109387,7.24972889589999,33.8779720154208,1097.0,6623163,6662478.0,25600
FL,28.098905,-82.400087,33626,Tampa,Infinity Box,1,1/1/2006,,1/1/2006,4/1/2006,0.0,0.2466,2.4164,5.3151,10,2,118000,3,web,0,1,0,0,0,0,1.5,1,acquired,28.06256,-82.61526,29944,942.3,Hillsborough,4.61377052521022,12.5934565256461,18.3629467862337,10.4068691787444,792.0,1885236,1907052.0,14940
CA,37.779026,-122.40184,94103,San Francisco,adBrite,1,1/1/2003,2/1/2001,9/1/2004,5/1/2012,1.6685,9.337,7.3808,10.474,17,4,40400000,3,advertising,0,0,1,1,1,1,1.6667,1,acquired,37.77299,-122.41136,32430,9113.8,San Francisco,0.405962658461041,17.4192512249868,50.9319987531928,7.13893261996298,2769.0,2422746,2436413.0,16870
TX,32.9583632,-96.8215658,75001,Dallas,Texert,0,1/1/2007,7/14/2008,10/21/2008,10/21/2008,1.8055,1.8055,,,1,1,3000000,0,software,0,0,1,0,0,0,1.0,1,closed,32.96015,-96.83808,16287,1675.8,Dallas,1.5539035580187,19.9443618694352,12.6357753704731,403.965314114145,1639.0,937748,946105.0,10050
CA,37.54827,-121.988572,94538,Fremont,Mendocino Software,0,1/1/2003,2/7/2008,9/12/2005,1/1/2007,2.6986,4.0027,1.0,1.0,2,2,19700000,1,software,1,0,0,1,0,0,4.0,1,closed,37.50653,-121.96361,66474,1552.0,Alameda,0.17440834045266,16.3064803449949,12.5665401454981,44.1967072362226,2574.0,3719473,3741492.0,31610
CA,37.354469,-121.990433,95051,Santa Clara,QuikCycle,0,1/1/1998,1/1/2011,3/1/2007,3/12/2007,9.1671,9.1973,,,0,2,17800000,0,software,1,0,0,0,0,0,1.0,1,closed,37.3483,-121.98444,60582,3548.9,Santa Clara,3.24501900831404,5.13085747277839,9.45406236443532,38.7556006914667,1145.0,5311634,5336824.0,30050
CA,37.779281,-122.419236,94107,San Francisco,Instagram,1,3/1/2010,,3/5/2010,4/5/2012,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,photo_video,0,1,1,1,0,0,4.0,1,acquired,37.76473,-122.39508,28607,5951.9,San Francisco,0.149817505671583,16.0503826883757,49.321312459411,8.89826715961436,2343.0,4168994,4205247.0,17710
NY,40.606061,-73.822331,10004,New York,Motionbox,1,1/1/2006,,9/1/2006,1/14/2009,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,games_video,0,0,1,1,1,0,2.6667,1,acquired,40.69,-74.02,4795,4063.8,New York,0.737589828800893,12.5403260649101,18.130974354939,9.78951444293679,1478.0,1039313,1047897.0,2220
CA,37.779281,-122.419236,94105,San Francisco,MoPub,1,9/9/2010,,9/1/2010,9/20/2012,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,mobile,0,1,1,1,0,0,2.25,1,acquired,37.79239,-122.39707,13810,10568.6,San Francisco,0.918061861188229,17.3804278330319,51.8737416628567,7.7275391744511,2216.0,3105528,3124831.0,8230
CO,40.397761,-105.07498,80538,Loveland,Abound Solar,0,1/1/2007,11/1/2012,7/6/2010,12/15/2010,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,cleantech,1,0,0,0,0,0,2.5,1,closed,40.48174,-105.16825,49879,188.5,Larimer,14.9834211198382,80.7719750517223,63.856796471567,1264.43785492558,1236.0,1940039,1964582.0,25330
CA,37.420428,-122.090769,94043,Mountain View,Trovix,1,1/1/2002,,12/7/2005,9/6/2006,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,search,0,0,1,1,0,0,2.5,1,acquired,37.41188,-122.06892,33052,1508.8,Santa Clara,0.360648460339702,13.5134938759243,1.82046417828481,31.5180333226296,1183.0,3328885,3345934.0,15630
NY,40.725435,-73.997395,10012,New York,Thumbplay,1,9/1/2004,,10/30/2006,4/21/2010,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,music,0,0,0,0,1,0,4.0,1,acquired,40.73,-74.0,22269,26541.4,New York,0.813994884775068,11.9461248686568,14.301945583068,14.7113016053036,2974.0,3258410,3291702.0,10930
WV,39.388156,-77.885552,25430,Kearneysville,Plethora Technology,0,1/1/2000,5/23/2009,6/9/2005,6/9/2005,5.4411,5.4411,,,1,1,1000000,0,software,0,0,1,0,0,0,3.0,0,closed,39.34024,-77.93899,7851,66.0,Jefferson,6.1336740556896,60.6033540885051,7.89805078723489,102.736096473842,113.0,265367,267724.0,4090
CA,34.043948,-118.468204,90025,Los Angeles,DailyStrength,1,4/1/2006,,5/18/2007,5/18/2007,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,web,0,0,1,0,0,0,1.0,1,acquired,34.04551,-118.44583,44608,6751.9,Los Angeles,0.0219593158366554,11.9733518553568,3.33772517256393,6.42805819136557,3494.0,5348762,5419582.0,25440
